,query_start,query_end,subject_names,subject_keys,subject_starts,subject_ends,cost,material,span,type,internal_or_external,efficiency,complexity,notes,DESIGN_ID,DESIGN_KEY,ASSEMBLY_ID
3,2396,3269,[],[],[],[],273.3333333333333,181.4,873.0,GAP,external,0.81,0.11683848797250818,,28,1e3be30f-e355-4433-9f5f-6d20ba611f7b,0
4,3269,4577,['tp_f-pmod'],['7e49474e-5778-4f8d-ab1b-47c1381ab250'],[0],[26],10.526315789473685,10.0,1308.0,PCR_PRODUCT_WITH_PRIMERS,internal,0.95,,"{'num_misprimings': 0, 'n_templates_eval': 0}",28,1e3be30f-e355-4433-9f5f-6d20ba611f7b,0
5,4577,4546,[],[],[],[],0.0,0.0,-31.0,OVERLAP,external,0.9,,,28,1e3be30f-e355-4433-9f5f-6d20ba611f7b,0
6,4546,8161,['j5_0454_-ecoli_side-_forward'],['95c790f2-98fc-411b-b5f7-db0e91641583'],[0],[41],10.526315789473685,10.0,3615.0,PCR_PRODUCT_WITH_LEFT_PRIMER,internal,0.95,,"{'num_misprimings': 0, 'n_templates_eval': 0}",28,1e3be30f-e355-4433-9f5f-6d20ba611f7b,0
7,8161,8184,[],[],[],[],47.5,42.75,23.0,GAP,external,0.9,1.4782608695652155,,28,1e3be30f-e355-4433-9f5f-6d20ba611f7b,0
0,1383,1664,['tp_f-pmod'],['7e49474e-5778-4f8d-ab1b-47c1381ab250'],[0],[26],10.526315789473685,10.0,281.0,PCR_PRODUCT_WITH_PRIMERS,internal,0.95,,"{'num_misprimings': 0, 'n_templates_eval': 0}",29,321ca0cf-6ea3-4952-b949-c6ccf5be430f,0
1,1664,1625,[],[],[],[],0.0,0.0,-39.0,OVERLAP,external,0.9,,,29,321ca0cf-6ea3-4952-b949-c6ccf5be430f,0
2,1625,4037,['j5_0436_-pmodkan-ho-_forward'],['206b2e08-c752-4224-9073-b5f1ed5dc48d'],[0],[42],10.526315789473685,10.0,2412.0,PCR_PRODUCT_WITH_PRIMERS,internal,0.95,,"{'num_misprimings': 0, 'n_templates_eval': 0}",29,321ca0cf-6ea3-4952-b949-c6ccf5be430f,0
3,4037,4000,[],[],[],[],0.0,0.0,-37.0,OVERLAP,external,0.9,,,29,321ca0cf-6ea3-4952-b949-c6ccf5be430f,0
4,4000,7031,['fragment_tetr_1d8e0e04'],['50115045-86e0-45ac-9528-28633814c878'],[0],[3031],0.0,0.0,3031.0,PRE-MADE DNA FRAGMENT,internal,0.98,,,29,321ca0cf-6ea3-4952-b949-c6ccf5be430f,0
5,7031,1383,[],[],[],[],393.82716049382714,249.0,1407.0,GAP,external,0.81,5.083866382373844,,29,321ca0cf-6ea3-4952-b949-c6ccf5be430f,0
0,1323,1604,['tp_f-pmod'],['7e49474e-5778-4f8d-ab1b-47c1381ab250'],[0],[26],10.526315789473685,10.0,281.0,PCR_PRODUCT_WITH_PRIMERS,internal,0.95,,"{'num_misprimings': 0, 'n_templates_eval': 0}",30,eef4237e-4ac6-4fb6-b937-cf2f113d1c74,0
1,1604,1565,[],[],[],[],0.0,0.0,-39.0,OVERLAP,external,0.9,,,30,eef4237e-4ac6-4fb6-b937-cf2f113d1c74,0
2,1565,3977,['j5_0436_-pmodkan-ho-_forward'],['206b2e08-c752-4224-9073-b5f1ed5dc48d'],[0],[42],10.526315789473685,10.0,2412.0,PCR_PRODUCT_WITH_PRIMERS,internal,0.95,,"{'num_misprimings': 0, 'n_templates_eval': 0}",30,eef4237e-4ac6-4fb6-b937-cf2f113d1c74,0
3,3977,3940,[],[],[],[],0.0,0.0,-37.0,OVERLAP,external,0.9,,,30,eef4237e-4ac6-4fb6-b937-cf2f113d1c74,0
4,3940,6971,['fragment_tetr_1d8e0e04'],['50115045-86e0-45ac-9528-28633814c878'],[0],[3031],0.0,0.0,3031.0,PRE-MADE DNA FRAGMENT,internal,0.98,,,30,eef4237e-4ac6-4fb6-b937-cf2f113d1c74,0
5,6971,1323,[],[],[],[],393.82716049382714,249.0,1347.0,GAP,external,0.81,5.26577579806978,,30,eef4237e-4ac6-4fb6-b937-cf2f113d1c74,0
0,1315,1596,['tp_f-pmod'],['7e49474e-5778-4f8d-ab1b-47c1381ab250'],[0],[26],10.526315789473685,10.0,281.0,PCR_PRODUCT_WITH_PRIMERS,internal,0.95,,"{'num_misprimings': 0, 'n_templates_eval': 0}",31,7eb0eac5-309f-4ad8-bc0d-1daca5b22f5b,0
1,1596,1557,[],[],[],[],0.0,0.0,-39.0,OVERLAP,external,0.9,,,31,7eb0eac5-309f-4ad8-bc0d-1daca5b22f5b,0
2,1557,3969,['j5_0436_-pmodkan-ho-_forward'],['206b2e08-c752-4224-9073-b5f1ed5dc48d'],[0],[42],10.526315789473685,10.0,2412.0,PCR_PRODUCT_WITH_PRIMERS,internal,0.95,,"{'num_misprimings': 0, 'n_templates_eval': 0}",31,7eb0eac5-309f-4ad8-bc0d-1daca5b22f5b,0
3,3969,3932,[],[],[],[],0.0,0.0,-37.0,OVERLAP,external,0.9,,,31,7eb0eac5-309f-4ad8-bc0d-1daca5b22f5b,0
4,3932,6963,['fragment_tetr_1d8e0e04'],['50115045-86e0-45ac-9528-28633814c878'],[0],[3031],0.0,0.0,3031.0,PRE-MADE DNA FRAGMENT,internal,0.98,,,31,7eb0eac5-309f-4ad8-bc0d-1daca5b22f5b,0
5,6963,1315,[],[],[],[],393.82716049382714,249.0,1339.0,GAP,external,0.81,4.631067961165044,,31,7eb0eac5-309f-4ad8-bc0d-1daca5b22f5b,0
